AuthorID,Author,Date,Content,Attachments,Reactions
"261357590829596674","truly#5810","2019-09-13 21:17:24Z","Hi everyone! ACM has just launched their Facebook page and released the details of our fall kickoff!

Come hear about our Fall Quarter packed with activities like spontaneous In-N-Out runs and prestigious internship opportunities. You’ll also find out about the many workshops we have planned, including tips on surviving your first year of college, and advanced programming in C++.

We welcome people of all backgrounds and skill levels, whether you’re an entry-level UX designer or a machine learning expert. Come be a part of our rapidly growing community of friends!

Did we mention there’s free burritos and boba?

FB Page: https://www.facebook.com/acmucsd/ (give us a like 👍 )
Kickoff Event: https://www.facebook.com/events/1044618135734125/ (mark going!)","",""
"117543813563547648","LittlestAnt#3124","2019-09-28 23:47:25Z","@everyone Quick reminder that we have Capture the Flag (IRL) starting in about 15 minutes! Meet at Warren Mall! (The field in front of Jacobs Hall)","","poggerspls (3)"
"117543813563547648","LittlestAnt#3124","2019-09-28 23:53:00Z","Jk it just started pouring so we’re going to do a boba run instead. We’ll move CTF to a different date.","","🌧 (2)"
"117543813563547648","LittlestAnt#3124","2019-09-29 19:54:47Z","@everyone Excited to see y'all at our Fall Kickoff today! Doors open at 6:00PM, presentation starts at 6:30PM. Please remember to click Going on Facebook if you haven't already!

https://www.facebook.com/events/1044618135734125/","","SolWiggle (2),poggerspls (5),pepeOK (3)"
"117543813563547648","LittlestAnt#3124","2019-09-30 05:33:44Z","@everyone

Hey y’all! I just wanted to say thank you so much for coming out tonight. I’m really sorry for anyone who wasn’t able to make it into the room or didn’t feel full from the food. I really didn’t expect this level of turnout; never in my three years at UCSD have I seen a line stretch from PC East to Library Walk.

I want to reemphasize how grateful I am for you all. When we started this chapter last March, we didn’t know what to expect. We grew our team by four times its original size and we each poured our heart and soul into nurturing our baby. Countless hours of sleep lost (some of our board were even at a hackathon all night last night) and thousands of lines of code written. You all showing up today made every single moment worth it. I’m so happy to see that this is no longer just my org, nor is it just my team’s org, but that it’s also YOUR org. I hope every single person gains something from this, whether it’s knowledge of a new language, a summer internship, or lifelong friendships.

I’m excited to see where this year takes us all and I can’t wait to continue getting to know each and every single one of you. Hope to see you all throughout this week!","","👌 (17),❤ (22),🇦 (13),🇨 (13),🇲 (13),👍 (4),peepoNoU (5),peepoT (5),peepoY (4),amel_heart (4),peepoM (4),peepoC (4),cursecat (5),FeelsLoveMan (5),peepoHappyLove (5),peepoA (4),acm (6)"
"326860114139283457","jacko#8892","2019-09-30 05:58:46Z","🔷 Thanks to @everyone who came out to our Kickoff event! Just wanted to pop in and let y’all know that if you missed the presentation, you can find the slides at http://acmurl.com/kickoff! Now here’s some news about this week’s events.

📝 Monday, September 30th - We’ll be hosting a Resume Workshop in collaboration with Career Center, perfect for the upcoming Fall Career Fair! Check it out at http://acmurl.com/careercenterws.

💻 Tuesday, October 1st - Come meet with representatives from Intuit over free bagels and coffee to talk about internships and the company! See the event at http://acmurl.com/intuit.

💬 Thursday, October 3rd - We’re having a soft skills workshop focusing on public speaking to help you nail that next interview! Event info at http://acmurl.com/talking.

(And finally...)

🔥 Saturday, October 5th is our Fall Welcome Bonfire! Come meet us at Gilman Parking at 4:30 and we’ll all head down to La Jolla Shores to catch the sunset and cook some s’mores! More details at http://acmurl.com/bonfire. Hope to see y’all there!","","intuit (2),acm (5),uwu (4),owo (4),poggerspls (3)"
"261357590829596674","truly#5810","2019-09-30 06:44:29Z","Locations — Google Maps + Walking is your friend
Fung Auditorium — http://acmurl.com/fung — All Events Are Here
Gilman Parking Structure — http://acmurl.com/gilman — common meet up spot; come here for in n out, bonfire, and other social events if not otherwise specified","","poggerspls (1),👌 (1)"
"117543813563547648","LittlestAnt#3124","2019-10-01 16:22:21Z","@everyone Little over half an hour until our recruiting event with Intuit! Come now for free breakfast and job opportunities! We’ll be by the giant rock bear!","","rooAwwShakeZoom (6)"
"117543813563547648","LittlestAnt#3124","2019-10-01 23:28:02Z","@everyone Over 500 members have signed up!!!!! Y'all are actually the best and I love seeing so many people come back to our events again and again! I'm so excited to get to know more of you throughout the year 💙 

https://www.facebook.com/acmucsd/photos/a.398873924148907/401943183841981/","","❤ (3),🔥 (2),😩 (2),💯 (3),acm (4)"
"117543813563547648","LittlestAnt#3124","2019-10-03 15:08:55Z","@everyone Reminder that we're going to be having a public speaking workshop from 3-5PM in Fung Auditorium and an In-N-Out run at 9:00PM! Sign up for rides at acmurl.com/in-n-out. I'll send out ride info before noon!

ALSO, I MADE A MISTAKE ON THE COFFEE / SWEETS ORDER FOR LATER THIS AFTERNOON. First, ordered way too much coffee and second apparently I placed it at the wrong time and asked for delivery so some guy showed up to my doorstep at 8 AM with 4 containers of coffee. If anyone wants coffee, I'll be giving some out for free when I get to school around 9:30AM. I'll probably pass out cups to people in the CSE basement.","","🐣 (3),😁 (1)"
