AuthorID,Author,Date,Content,Attachments,Reactions
"184400560634593281","Storm_FireFox1#0001","2020-05-07 00:58:07Z","🥺 👉 👈","",""
"184400560634593281","Storm_FireFox1#0001","2020-05-07 00:58:09Z","/dog","",""
"184400560634593281","Storm_FireFox1#0001","2020-05-07 00:58:09Z","/cat","",""
"598374484466073602","BreadBot#5202","2020-05-07 00:58:10Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758141424533526/ub.jpg",""
"598374484466073602","BreadBot#5202","2020-05-07 00:58:10Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758142779293756/n02099267_580.jpg",""
"190441916108636160","falafel72#3707","2020-05-07 00:58:13Z","/cat","",""
"598374484466073602","BreadBot#5202","2020-05-07 00:58:14Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758157526466640/bcq.jpg",""
"190441916108636160","falafel72#3707","2020-05-07 00:58:16Z","/cat","",""
"598374484466073602","BreadBot#5202","2020-05-07 00:58:16Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758167852843050/eg7.jpg",""
"107890862679162880","Magnaguard#6935","2020-05-07 00:58:19Z","/dog","",""
"98468173745000448","wingdings#0001","2020-05-07 00:58:19Z","/dog","",""
"598374484466073602","BreadBot#5202","2020-05-07 00:58:19Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758181027414046/Akita_hiking_in_Shpella_e_Pellumbasit.jpg",""
"598374484466073602","BreadBot#5202","2020-05-07 00:58:20Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758182512066591/n02088364_13981.jpg",""
"184400560634593281","Storm_FireFox1#0001","2020-05-07 00:58:23Z","This is what I call ""stress testing"" Discord bot","",""
"210908400152870912","sw4nky#8532","2020-05-07 00:59:35Z","/cat","",""
"598374484466073602","BreadBot#5202","2020-05-07 00:59:35Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758499639066684/MjA2NTU5NQ.jpg",""
"186637503732776962","wd#2465","2020-05-07 01:00:34Z","/cat","",""
"598374484466073602","BreadBot#5202","2020-05-07 01:00:34Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758747216379944/6vc.jpg",""
"262163646132649985","hexalellogram#1647","2020-05-07 01:00:38Z","time for science:","",""
"262163646132649985","hexalellogram#1647","2020-05-07 01:00:43Z","/cat /dog","",""
"598374484466073602","BreadBot#5202","2020-05-07 01:00:43Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758783945769020/82r.gif",""
"262163646132649985","hexalellogram#1647","2020-05-07 01:00:49Z","/dog /cat","",""
"598374484466073602","BreadBot#5202","2020-05-07 01:00:49Z","","https://cdn.discordapp.com/attachments/707758117064015973/707758810495975544/n02091467_708.jpg",""
